gene_id_5prime,gene_symbol_5prime,chr_5prime,gene_id_3prime,gene_symbol_3prime,chr_3prime,model_id,model_name,tissue,in_patient,in_frame,in_cosmic_fusions,dataset
SIDG03449,CAPZB,1,SIDG16260,LINC02241,5,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03471,CARS1,11,SIDG01761,ATL1,14,SIDM00741,NCI-H1694,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG03471,CARS1,11,SIDG06123,DCHS1,11,SIDM00715,NCI-H2030,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG03471,CARS1,11,SIDG23635,OSBPL5,11,SIDM01127,NCI-H596,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03486,CASC11,8,SIDG08581,FAM135B,8,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03486,CASC11,8,SIDG37917,TMEM65,8,SIDM00511,COR-L279,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03515,CASP9,1,SIDG29179,RNF220,1,SIDM00746,NCI-H1648,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG03596,CBX5,12,SIDG06117,DCD,12,SIDM00653,NCI-H1092,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03702,CCDC102B,18,SIDG72819,LINC02864,18,SIDM00760,NCI-H1963,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03759,CCDC171,9,SIDG35245,SNAPC3,9,SIDM00652,NCI-H1105,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03628,CCDC18,1,SIDG00857,ALG14,1,SIDM00320,VMRC-LCD,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG03628,CCDC18,1,SIDG00857,ALG14,1,SIDM00320,VMRC-LCD,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG03628,CCDC18,1,SIDG00857,ALG14,1,SIDM00320,VMRC-LCD,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG03654,CCDC57,17,SIDG03846,CCNE1,19,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03654,CCDC57,17,SIDG03846,CCNE1,19,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03654,CCDC57,17,SIDG23818,PACS1,11,SIDM00718,NCI-H358,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG03616,CCDC6,10,SIDG27044,RET,10,SIDM00297,LC-2-ad,Lung,True,Yes,True,Sanger Cell Lines Fusions
SIDG03690,CCDC88A,2,SIDG33505,RTN4,2,SIDM00222,MPP-89,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03690,CCDC88A,2,SIDG25611,PPP4R3B,2,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03690,CCDC88A,2,SIDG25611,PPP4R3B,2,SIDM00741,NCI-H1694,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG03695,CCDC91,12,SIDG08440,FAM72C,1,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03695,CCDC91,12,SIDG08441,FAM72D,1,SIDM00990,BEN,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03871,CCNT2,2,SIDG15927,LINC01907,2,SIDM01072,HCC-15,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03879,CCPG1,15,SIDG34379,SHC4,15,SIDM00924,ChaGo-K-1,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG03895,CCSER1,4,SIDG02840,C4orf33,4,SIDM00365,SBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03896,CCSER2,10,SIDG15057,LINC00858,10,SIDM00658,NCI-H1435,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG03896,CCSER2,10,SIDG27136,RGR,10,SIDM00506,COR-L88,Lung,True,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG03896,CCSER2,10,SIDG27136,RGR,10,SIDM00506,COR-L88,Lung,True,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG03896,CCSER2,10,SIDG27136,RGR,10,SIDM00506,COR-L88,Lung,True,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG03896,CCSER2,10,SIDG27136,RGR,10,SIDM00506,COR-L88,Lung,True,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG03948,CD22,19,SIDG09860,GAPDHS,19,SIDM00708,NCI-H2087,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG04039,CDC20,1,SIDG11156,HECTD4,12,SIDM00704,NCI-H211,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04069,CDC42BPA,1,SIDG38366,TP53BP2,1,SIDM00709,NCI-H2085,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04032,CDC5L,6,SIDG36217,SPATS1,6,SIDM00921,Calu-6,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG04033,CDC6,17,SIDG01653,ASIC2,17,SIDM00711,NCI-H2066,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG04033,CDC6,17,SIDG14187,KRT223P,17,SIDM00922,Calu-3,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04033,CDC6,17,SIDG14187,KRT223P,17,SIDM00922,Calu-3,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04099,CDCA8,1,SIDG10660,GRIK3,1,SIDM00702,NCI-H2122,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04099,CDCA8,1,SIDG10660,GRIK3,1,SIDM00702,NCI-H2122,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04112,CDH11,16,SIDG10423,GOT2,16,SIDM00511,COR-L279,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG04118,CDH13,16,SIDG06231,DDX19B,16,SIDM01150,NCI-H838,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04105,CDH4,20,SIDG21959,NME1-NME2,17,SIDM00341,LOU-NH91,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04175,CDKAL1,6,SIDG29138,RNF144B,6,SIDM00365,SBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04175,CDKAL1,6,SIDG29138,RNF144B,6,SIDM00365,SBC-1,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG04175,CDKAL1,6,SIDG41050,WDR27,6,SIDM00648,NCI-H1304,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04175,CDKAL1,6,SIDG41050,WDR27,6,SIDM00648,NCI-H1304,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG04185,CDKN2A,9,SIDG26302,PTPRD,9,SIDM00512,COR-L23,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04193,CDKN2B-AS1,9,SIDG20442,MTAP,9,SIDM00344,LCLC-97TM1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04305,CELF1,11,SIDG13465,KBTBD4,11,SIDM00139,NCI-H226,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG04318,CEMIP,15,SIDG05447,CRTC3,15,SIDM00296,LU-134-A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04338,CENPM,22,SIDG23821,PACSIN2,22,SIDM00486,EBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04338,CENPM,22,SIDG23821,PACSIN2,22,SIDM00486,EBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04345,CENPT,16,SIDG06894,DPEP3,16,SIDM00653,NCI-H1092,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04373,CEP95,17,SIDG35222,SMURF2,17,SIDM00761,NCI-H196,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04501,CGGBP1,3,SIDG37226,TBC1D5,3,SIDM01116,NCI-H810,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG04503,CGNL1,15,SIDG37348,TCF12,15,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04552,CHDH,3,SIDG00117,ABHD6,3,SIDM00292,LU-165,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG04564,CHFR,12,SIDG09040,FGD4,12,SIDM00748,NCI-H1581,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04577,CHKA,11,SIDG13931,KMT5B,11,SIDM00513,COR-L105,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04586,CHMP1A,16,SIDG08782,FANCA,16,SIDM00486,EBC-1,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG04586,CHMP1A,16,SIDG08782,FANCA,16,SIDM00486,EBC-1,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG04592,CHMP2B,3,SIDG17122,MAGI1,3,SIDM01072,HCC-15,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04597,CHMP4C,8,SIDG02957,C8orf88,8,SIDM00744,NCI-H1651,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04636,CHRNB1,17,SIDG40012,TXNDC17,17,SIDM00755,NCI-H1793,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40596,UTP4,16,SIDG40615,VAC14,16,SIDM00718,NCI-H358,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04727,CIT,12,SIDG27075,RFC5,12,SIDM01128,NCI-H526,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04731,CIZ1,9,SIDG36378,SPTAN1,9,SIDM00649,NCI-H1299,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04837,CLEC16A,16,SIDG38239,TNFRSF17,16,SIDM00509,COR-L311,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04851,CLIC4,1,SIDG36472,SRRM1,1,SIDM00810,A427,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04851,CLIC4,1,SIDG36472,SRRM1,1,SIDM00810,A427,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04851,CLIC4,1,SIDG36472,SRRM1,1,SIDM00810,A427,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04860,CLIP2,7,SIDG03316,CACNA2D2,3,SIDM00735,NCI-H2029,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04863,CLK1,2,SIDG38615,TRAK2,2,SIDM00345,LCLC-103H,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04881,CLNS1A,11,SIDG37456,TENM4,11,SIDM00658,NCI-H1435,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04903,CLTA,9,SIDG29106,RNF38,9,SIDM01183,UMC-11,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG04905,CLTC,17,SIDG41339,YPEL2,17,SIDM00293,LU-139,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG04924,CLVS1,8,SIDG04549,CHD7,8,SIDM00294,LU-135,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04924,CLVS1,8,SIDG21097,MYC,8,SIDM00294,LU-135,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG04924,CLVS1,8,SIDG21097,MYC,8,SIDM00294,LU-135,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG04934,CMC1,3,SIDG24967,PLCL2,3,SIDM00710,NCI-H2081,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04956,CMTM4,16,SIDG37460,TERB1,16,SIDM00704,NCI-H211,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG04956,CMTM4,16,SIDG37460,TERB1,16,SIDM00704,NCI-H211,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG04960,CMTM8,3,SIDG38620,TRANK1,3,SIDM00710,NCI-H2081,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG04975,CNGA1,4,SIDG39996,TXK,4,SIDM00598,HARA,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG04980,CNGB3,8,SIDG72795,LINC02839,8,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05009,CNOT1,16,SIDG16155,LINC02137,16,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05030,CNPY3,6,SIDG03400,CAMKMT,2,SIDM00699,NCI-H2141,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05030,CNPY3,6,SIDG03400,CAMKMT,2,SIDM00699,NCI-H2141,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05030,CNPY3,6,SIDG02293,BICRAL,6,SIDM00354,RERF-LC-Sq1,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05041,CNTLN,9,SIDG00421,ADAMTSL1,9,SIDM00713,NCI-H2052,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05042,CNTN1,12,SIDG21050,MUC19,12,SIDM00368,SBC-5,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05042,CNTN1,12,SIDG33720,SBNO1,12,SIDM01124,NCI-H650,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05084,COG7,16,SIDG33853,SCNN1B,16,SIDM00518,NCI-H290,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05122,COL11A1,1,SIDG13359,IVNS1ABP,1,SIDM01122,NCI-H661,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05102,COL4A5,X,SIDG21110,MYCNUT,2,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05102,COL4A5,X,SIDG21110,MYCNUT,2,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05103,COL4A6,X,SIDG05102,COL4A5,X,SIDM01120,NCI-H720,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05103,COL4A6,X,SIDG21396,NBAS,2,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05119,COL9A2,1,SIDG39179,TRIT1,1,SIDM00760,NCI-H1963,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05152,COLQ,3,SIDG14411,LARS2,3,SIDM00710,NCI-H2081,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05169,COPA,1,SIDG06274,DEDD,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05169,COPA,1,SIDG06274,DEDD,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05169,COPA,1,SIDG25472,PPIE,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05177,COPS2,15,SIDG04783,CLDN1,3,SIDM00924,ChaGo-K-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05193,COQ2,4,SIDG14963,LINC00616,4,SIDM01108,SK-LU-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05314,CPE,4,SIDG37780,TLR3,4,SIDM01119,NCI-H727,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05317,CPEB2,4,SIDG03605,CC2D2A,4,SIDM00742,NCI-H1693,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05340,CPNE7,16,SIDG31679,RPL13,16,SIDM00355,RERF-LC-MS,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05341,CPNE8,12,SIDG39050,TRIM3,11,SIDM00523,DMS-53,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05353,CPSF3,2,SIDG01609,ASAP2,2,SIDM00237,PC-14,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05374,CRACR2A,12,SIDG37697,TIGAR,12,SIDM00512,COR-L23,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG05393,CREBBP,16,SIDG00448,ADCY9,16,SIDM00524,DMS-79,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG05393,CREBBP,16,SIDG24857,PKD1,16,SIDM00706,NCI-H209,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG05393,CREBBP,16,SIDG35062,SLX4,16,SIDM00706,NCI-H209,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05422,CRKL,22,SIDG35239,SNAP29,22,SIDM00747,NCI-H1623,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05426,CRLS1,20,SIDG26144,PSMF1,20,SIDM00320,VMRC-LCD,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05434,CROCCP2,1,SIDG04856,CLIC6,21,SIDM00230,IST-SL2,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05434,CROCCP2,1,SIDG04856,CLIC6,21,SIDM00230,IST-SL2,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05445,CRTC1,19,SIDG37909,TMEM59L,19,SIDM00344,LCLC-97TM1,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05493,CSDE1,1,SIDG34254,SF3B3,16,SIDM00716,NCI-H2170,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05514,CSMD3,8,SIDG21097,MYC,8,SIDM00293,LU-139,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05514,CSMD3,8,SIDG21097,MYC,8,SIDM00293,LU-139,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05514,CSMD3,8,SIDG21097,MYC,8,SIDM00293,LU-139,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG05520,CSNK1A1,5,SIDG41922,ZNF300P1,5,SIDM00750,NCI-H1568,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05528,CSNK1G2,19,SIDG00435,ADAT3,19,SIDM00699,NCI-H2141,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG74475,VSTM2B-DT,19,SIDG05912,CYP2G2P,19,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05651,CTDSP2,12,SIDG07202,DYRK2,12,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05651,CTDSP2,12,SIDG16426,LINC02408,12,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05653,CTDSPL2,15,SIDG11177,HEPHL1,11,SIDM00744,NCI-H1651,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG05653,CTDSPL2,15,SIDG11177,HEPHL1,11,SIDM00744,NCI-H1651,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG05664,CTNNA1,5,SIDG36419,SRFBP1,5,SIDM00230,IST-SL2,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05725,CUL3,2,SIDG27283,RMDN2,2,SIDM00763,NCI-H1915,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05725,CUL3,2,SIDG27283,RMDN2,2,SIDM00763,NCI-H1915,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05728,CUL4B,X,SIDG38126,TMEM255A,X,SIDM01068,HCC-78,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG05735,CUX1,7,SIDG00004,A2M,12,SIDM00518,NCI-H290,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG05735,CUX1,7,SIDG09650,FYB2,1,SIDM01044,EPLC-272H,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG05749,CXADR,21,SIDG33963,SEC14L2,22,SIDM00518,NCI-H290,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG05873,CYLD,16,SIDG13815,KLF3,4,SIDM00927,NCI-H510A,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06022,DACH2,X,SIDG11122,HDAC8,X,SIDM01131,NCI-H82,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06061,DAZAP1,19,SIDG01407,ARHGAP45,19,SIDM00953,CPC-N,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06087,DBT,1,SIDG40641,VAV3,1,SIDM00138,NCI-H23,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06112,DCAKD,17,SIDG24953,PLCD3,17,SIDM00292,LU-165,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG06115,DCBLD2,3,SIDG17461,MDGA2,14,SIDM00512,COR-L23,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06115,DCBLD2,3,SIDG36816,STXBP5L,3,SIDM00729,NCI-H2228,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06190,DDX1,2,SIDG05103,COL4A6,X,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06190,DDX1,2,SIDG05103,COL4A6,X,SIDM01120,NCI-H720,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG06190,DDX1,2,SIDG05103,COL4A6,X,SIDM01120,NCI-H720,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG06190,DDX1,2,SIDG05103,COL4A6,X,SIDM01120,NCI-H720,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06190,DDX1,2,SIDG17377,MBOAT2,2,SIDM00320,VMRC-LCD,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06202,DDX10,11,SIDG05729,CUL5,11,SIDM00119,EKVX,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06238,DDX27,20,SIDG74366,TSHZ3-AS1,19,SIDM01122,NCI-H661,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06238,DDX27,20,SIDG74366,TSHZ3-AS1,19,SIDM01122,NCI-H661,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06238,DDX27,20,SIDG07635,EIF6,20,SIDM01127,NCI-H596,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06260,DDX52,17,SIDG00044,AATF,17,SIDM00704,NCI-H211,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06274,DEDD,1,SIDG17052,MACF1,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06358,DEGS2,14,SIDG02242,BEGAIN,14,SIDM00294,LU-135,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06497,DGKD,2,SIDG01756,ATG16L1,2,SIDM00345,LCLC-103H,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG06497,DGKD,2,SIDG01756,ATG16L1,2,SIDM00345,LCLC-103H,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG06497,DGKD,2,SIDG01756,ATG16L1,2,SIDM00345,LCLC-103H,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG06501,DGKI,7,SIDG05389,CREB3L2,7,SIDM00719,NCI-H345,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06541,DHX9,1,SIDG15179,LINC01035,1,SIDM01128,NCI-H526,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06582,DIP2B,12,SIDG16346,LINC02328,14,SIDM00770,NCI-H1836,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06582,DIP2B,12,SIDG25370,PPHLN1,12,SIDM00046,H3255,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06627,DLG4,17,SIDG21739,NEURL4,17,SIDM01149,NCI-H847,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06640,DLGAP4-AS1,20,SIDG21530,NDRG3,20,SIDM00119,EKVX,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG06667,DMD,X,SIDG06127,DCLK2,4,SIDM00771,NCI-H1792,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06667,DMD,X,SIDG06127,DCLK2,4,SIDM00771,NCI-H1792,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06732,DNAJB6,7,SIDG41150,WNT2,7,SIDM00368,SBC-5,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG06732,DNAJB6,7,SIDG41150,WNT2,7,SIDM00368,SBC-5,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG06758,DNAJC13,3,SIDG37776,TLN2,15,SIDM00924,ChaGo-K-1,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG06761,DNAJC16,1,SIDG00625,AGMAT,1,SIDM00506,COR-L88,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06743,DNAJC3,13,SIDG11975,HS6ST3,13,SIDM00509,COR-L311,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06751,DNAJC8,1,SIDG07927,ERBB2,17,SIDM00154,NCI-H2795,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06787,DNASE1L1,X,SIDG13723,KIF1C,17,SIDM00727,NCI-H2342,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG06808,DNM1L,12,SIDG09040,FGD4,12,SIDM00509,COR-L311,Lung,True,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG06847,DNMT1,19,SIDG15606,CHASERR,15,SIDM00698,NCI-H146,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06847,DNMT1,19,SIDG41618,ZGLP1,19,SIDM00758,NCI-H1993,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06869,DOCK9,13,SIDG36721,STK24,13,SIDM00154,NCI-H2795,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06881,DOK6,18,SIDG03702,CCDC102B,18,SIDM01130,NCI-H520,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG06881,DOK6,18,SIDG04012,CD226,18,SIDM00792,NCI-H1688,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06908,DPM2,9,SIDG08536,EEIG1,9,SIDM00753,NCI-H2023,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06966,DPYSL3,5,SIDG13378,JAKMIP2,5,SIDM00719,NCI-H345,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07027,DTD1,20,SIDG25247,POLR3F,20,SIDM01119,NCI-H727,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07032,DTNB,2,SIDG13878,KLHL29,2,SIDM01122,NCI-H661,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07035,DTWD2,5,SIDG09012,FER,5,SIDM00320,VMRC-LCD,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07165,DVL1,1,SIDG36541,SSU72,1,SIDM00749,NCI-H1573,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG07250,EBAG9,8,SIDG03483,CASC8,8,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07297,EDC3,15,SIDG40208,UBL7,15,SIDM00547,LU-65,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07304,EDEM1,3,SIDG01500,ARL8B,3,SIDM00046,H3255,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07317,EEA1,12,SIDG35176,SMIM23,5,SIDM00751,NCI-H1563,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG07320,EED,11,SIDG03493,CASC21,8,SIDM00733,NCI-H2171,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG07407,EEPD1,7,SIDG03392,CAMK2B,7,SIDM00704,NCI-H211,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG07409,EFCAB2,1,SIDG33909,SDCCAG8,1,SIDM00294,LU-135,Lung,True,Yes,False,Sanger Cell Lines Fusions
SIDG07430,EFHD1,2,SIDG40226,UBR3,2,SIDM00237,PC-14,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG07439,EFNA5,5,SIDG12924,IKBKB,8,SIDM00297,LC-2-ad,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG07432,EFL1,15,SIDG02571,BTBD1,15,SIDM00792,NCI-H1688,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG07446,EFTUD2,17,SIDG24953,PLCD3,17,SIDM00654,NCI-H1048,Lung,True,No,False,Sanger Cell Lines Fusions
